accession,description,organism,taxonomy,molecule_type,topology,host,country,collection_date,sequence_length,source_length,source_gc_frequency,source_longest_run,n_features,n_feature_intervals,n_boundaries,boundary_window,n_runs,n_boundary_runs,n_nonboundary_runs,fraction_runs_boundary,processing_seconds,boundary_n_runs,boundary_total_bases_in_runs,boundary_mean_run_length,boundary_median_run_length,boundary_max_run_length,boundary_run_length_entropy,boundary_A_n_runs,boundary_A_mean_run_length,boundary_A_max_run_length,boundary_C_n_runs,boundary_C_mean_run_length,boundary_C_max_run_length,boundary_G_n_runs,boundary_G_mean_run_length,boundary_G_max_run_length,boundary_T_n_runs,boundary_T_mean_run_length,boundary_T_max_run_length,boundary_n_runs_ge_5,boundary_fraction_runs_ge_5,boundary_n_runs_ge_10,boundary_fraction_runs_ge_10,boundary_n_runs_ge_15,boundary_fraction_runs_ge_15,boundary_n_runs_ge_20,boundary_fraction_runs_ge_20,boundary_n_runs_ge_30,boundary_fraction_runs_ge_30,nonboundary_n_runs,nonboundary_total_bases_in_runs,nonboundary_mean_run_length,nonboundary_median_run_length,nonboundary_max_run_length,nonboundary_run_length_entropy,nonboundary_A_n_runs,nonboundary_A_mean_run_length,nonboundary_A_max_run_length,nonboundary_C_n_runs,nonboundary_C_mean_run_length,nonboundary_C_max_run_length,nonboundary_G_n_runs,nonboundary_G_mean_run_length,nonboundary_G_max_run_length,nonboundary_T_n_runs,nonboundary_T_mean_run_length,nonboundary_T_max_run_length,nonboundary_n_runs_ge_5,nonboundary_fraction_runs_ge_5,nonboundary_n_runs_ge_10,nonboundary_fraction_runs_ge_10,nonboundary_n_runs_ge_15,nonboundary_fraction_runs_ge_15,nonboundary_n_runs_ge_20,nonboundary_fraction_runs_ge_20,nonboundary_n_runs_ge_30,nonboundary_fraction_runs_ge_30,odds_ratio_boundary_ge_5,odds_ratio_boundary_ge_10,odds_ratio_boundary_ge_15,odds_ratio_boundary_ge_20,odds_ratio_boundary_ge_30,fetch_seconds,total_seconds
NC_139275.1,"Red clover enamovirus 1 isolate RCEV1/Landkreis Meissen_17, complete genome",Red clover enamovirus 1,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Enamovirus; Enamovirus RCEV,RNA,linear,Pisum sativum,,2017,5809,5809,,7,15,15,30,250,4195,2396,1799,0.5711561382598331,0.023,2396,3298,1.3764607679465777,1.0,7,1.1620867246197748,605,1.3884297520661157,4,602,1.4003322259136213,7,602,1.4235880398671097,7,587,1.291311754684838,4,10,0.004173622704507512,0,0.0,0,0.0,0,0.0,0,0.0,1799,2511,1.395775430794886,1.0,7,1.1988607583365367,455,1.4153846153846155,4,419,1.458233890214797,7,451,1.4079822616407982,5,474,1.3101265822784811,4,8,0.0044469149527515284,0,0.0,0,0.0,0,0.0,0,0.0,0.927311716641402,0.7508867097851033,0.7508867097851033,0.7508867097851033,0.7508867097851033,0.001,0.029
NC_116026.1,"Kummerowia striatad enamovirus strain pt119-phy-2-NY, complete genome",Kummerowia striatad enamovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Enamovirus; Enamovirus KSEV,RNA,linear,Kummerowia striata,,,4463,4463,,8,4,3,6,250,3268,1571,1697,0.4807221542227662,0.018,1571,2113,1.3450031826861872,1.0,6,1.1038374562966613,334,1.3562874251497006,5,437,1.3844393592677346,6,465,1.3526881720430108,5,335,1.2716417910447761,5,5,0.003182686187141948,0,0.0,0,0.0,0,0.0,0,0.0,1697,2350,1.3847967000589274,1.0,8,1.1753250278921215,373,1.3806970509383378,5,457,1.4288840262582057,8,488,1.4057377049180328,5,379,1.3087071240105541,4,4,0.002357100766057749,0,0.0,0,0.0,0,0.0,0,0.0,1.321310777742313,1.0801781737193763,1.0801781737193763,1.0801781737193763,1.0801781737193763,0.001,0.022
NC_116580.1,"Green Sichuan pepper enamovirus isolate ZPE1, complete genome",Green Sichuan pepper enamovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Enamovirus; Enamovirus GSPEV,RNA,linear,Zanthoxylum,,Jun-2017,5587,5587,,14,8,8,12,250,4059,2505,1554,0.6171470805617147,0.019,2505,3518,1.4043912175648703,1.0,14,1.2087225466234501,574,1.3954703832752613,6,662,1.4667673716012084,14,658,1.3799392097264438,6,611,1.3715220949263502,5,13,0.005189620758483034,1,0.0003992015968063872,0,0.0,0,0.0,0,0.0,1554,2069,1.3314028314028314,1.0,5,1.0758215068761257,352,1.2613636363636365,4,386,1.33419689119171,5,418,1.368421052631579,5,398,1.3517587939698492,5,3,0.0019305019305019305,0,0.0,0,0.0,0,0.0,0,0.0,2.4009456942255336,1.8620483130365342,0.6204350429056077,0.6204350429056077,0.6204350429056077,0.001,0.023
NC_116891.1,"TPA: Celmisia lyallii enamovirus isolate Cel lya, complete genome",Celmisia lyallii enamovirus,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Enamovirus; Enamovirus CLEV,RNA,linear,Celmisia lyallii,,,5639,5639,,50,13,13,22,250,3937,2428,1509,0.6167132334264669,0.021,2428,3547,1.4608731466227347,1.0,50,1.2818764580172637,668,1.6661676646706587,50,545,1.4018348623853212,8,601,1.3510815307820299,6,614,1.3973941368078175,5,14,0.005766062602965404,1,0.00041186161449752884,1,0.00041186161449752884,1,0.00041186161449752884,1,0.00041186161449752884,1509,2092,1.3863485752153744,1.0,6,1.1795753334393688,400,1.45,5,339,1.2713864306784661,5,368,1.377717391304348,6,402,1.427860696517413,5,9,0.005964214711729622,0,0.0,0,0.0,0,0.0,0,0.0,0.9485346208760668,1.8654994850669413,1.8654994850669413,1.8654994850669413,1.8654994850669413,0.001,0.026
NC_117053.1,"Bean enamovirus 1 isolate YKM-CD, complete genome",Bean enamovirus 1,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Enamovirus; Enamovirus BEV,RNA,linear,Phaseolus vulgaris,,Sep-2020,5781,5781,,7,8,8,12,250,4157,2628,1529,0.6321866730815492,0.019,2628,3701,1.4082952815829528,1.0,7,1.2206924013034828,638,1.3871473354231976,5,667,1.4662668665667167,7,704,1.4119318181818181,6,619,1.3634894991922455,6,12,0.0045662100456621,0,0.0,0,0.0,0,0.0,0,0.0,1529,2080,1.3603662524525835,1.0,7,1.1321821243621835,365,1.3013698630136987,4,378,1.4047619047619047,7,385,1.3922077922077922,5,401,1.341645885286783,4,5,0.0032701111837802484,0,0.0,0,0.0,0,0.0,0,0.0,1.3242013098691867,0.5818908122503329,0.5818908122503329,0.5818908122503329,0.5818908122503329,0.001,0.024
NC_139271.1,"Ageratum virus 2 isolate Fuding, complete genome",Ageratum virus 2,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Sobelivirales; Solemoviridae; Enamovirus; Enamovirus AGV,RNA,linear,Ageratum conyzoides,,Aug-2019,5523,5523,,8,6,6,12,250,3994,2648,1346,0.6629944917376064,0.018,2648,3690,1.3935045317220545,1.0,8,1.194797899883575,650,1.3923076923076922,6,690,1.4550724637681158,8,690,1.3594202898550725,6,618,1.3640776699029127,5,16,0.006042296072507553,0,0.0,0,0.0,0,0.0,0,0.0,1346,1833,1.361812778603269,1.0,6,1.135730560562365,321,1.2959501557632398,4,333,1.3573573573573574,6,347,1.3976945244956773,4,345,1.391304347826087,5,5,0.003714710252600297,0,0.0,0,0.0,0,0.0,0,0.0,1.5287749287749288,0.5084009816877478,0.5084009816877478,0.5084009816877478,0.5084009816877478,0.001,0.023
NC_116297.1,"Lettuce waikavirus 1 isolate JG1, complete genome",Lettuce waikavirus 1,Viruses; Riboviria; Orthornavirae; Pisuviricota; Pisoniviricetes; Picornavirales; Secoviridae; Waikavirus; Ritunrivirus; Waikavirus lactucae,RNA,linear,Lactuca sativa (lettuce),,2014,11929,11929,,6,11,10,16,250,8549,2889,5660,0.3379342613171131,0.039,2889,4022,1.3921772239529249,1.0,5,1.1912484015220217,784,1.4668367346938775,5,599,1.2754590984974958,5,742,1.3274932614555257,5,764,1.469895287958115,5,15,0.005192107995846314,0,0.0,0,0.0,0,0.0,0,0.0,5660,7907,1.3969964664310954,1.0,6,1.2016409456572426,1567,1.4128908742820676,6,1163,1.3276010318142735,6,1441,1.3303261623872311,5,1489,1.498992612491605,5,30,0.00530035335689046,0,0.0,0,0.0,0,0.0,0,0.0,0.9954432559903504,1.958989444540578,1.958989444540578,1.958989444540578,1.958989444540578,0.001,0.046
NC_139267.1,"MAG: Inari rhabdovirus isolate FIN/L-2018/84, complete genome",Inari rhabdovirus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Merhavirus; Merhavirus inari,cRNA,linear,Ochlerotatus excrucians,,22-Jul-2015,12040,12040,,7,6,5,10,250,8745,2334,6411,0.26689536878216125,0.036,2334,3233,1.3851756640959725,1.0,7,1.1753869935509063,662,1.472809667673716,7,558,1.3440860215053763,6,524,1.3053435114503817,4,590,1.3966101694915254,6,13,0.005569837189374464,0,0.0,0,0.0,0,0.0,0,0.0,6411,8807,1.3737326470129465,1.0,7,1.1594571049066815,1775,1.4428169014084506,7,1583,1.3474415666456097,5,1466,1.344474761255116,6,1587,1.3497164461247637,7,41,0.006395258150054594,0,0.0,0,0.0,0,0.0,0,0.0,0.8926691041573142,2.7464125080316983,2.7464125080316983,2.7464125080316983,2.7464125080316983,0.001,0.044
NC_139266.1,"MAG: Hattula rhabdovirus isolate FIN/PK-2018/62, complete genome",Hattula rhabdovirus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Merhavirus; Merhavirus hattula,cRNA,linear,Ochlerotatus communis,,26-Jun-2015,11971,11971,,8,6,5,10,250,8617,2416,6201,0.2803760009283974,0.04,2416,3351,1.3870033112582782,1.0,8,1.1812271582462885,725,1.5420689655172415,8,557,1.2531418312387792,5,489,1.2535787321063394,5,645,1.4294573643410853,6,17,0.007036423841059603,0,0.0,0,0.0,0,0.0,0,0.0,6201,8620,1.3900983712304467,1.0,7,1.1898043361619102,1826,1.5005476451259583,7,1349,1.2609340252038548,4,1378,1.328011611030479,5,1648,1.4253640776699028,6,42,0.006773101112723754,0,0.0,0,0.0,0,0.0,0,0.0,1.056997168527757,2.5663149182702254,2.5663149182702254,2.5663149182702254,2.5663149182702254,0.001,0.048
NC_139264.1,"Kotalahti bat lyssavirus isolate NA genome assembly, complete genome: monopartite",Kotalahti bat lyssavirus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Lyssavirus; Lyssavirus kotalahti,RNA,linear,,,,11879,11879,,8,13,12,20,250,8759,2594,6165,0.2961525288274917,0.041,2594,3572,1.377023901310717,1.0,7,1.1599422751193837,742,1.4326145552560647,7,548,1.3467153284671534,6,611,1.3404255319148937,4,693,1.3737373737373737,7,15,0.005782575173477255,0,0.0,0,0.0,0,0.0,0,0.0,6165,8307,1.3474452554744525,1.0,8,1.108717157957404,1747,1.333142530051517,6,1399,1.3195139385275196,7,1412,1.3774787535410764,8,1607,1.360920970752956,6,35,0.0056772100567721,0,0.0,0,0.0,0,0.0,0,0.0,1.037680629229925,2.3763730969358257,2.3763730969358257,2.3763730969358257,2.3763730969358257,0.001,0.049
NC_131414.1,"Boana pugnax lyssa-like virus 1 strain Antioquia, complete genome",Boana pugnax lyssa-like virus 1,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Amplylivirus; Amplylivirus pugnax,cRNA,linear,Boana pugnax,,13-Jun-2016,12482,12482,,7,6,5,10,250,9124,2620,6504,0.2871547566856642,0.038,2620,3616,1.380152671755725,1.0,7,1.1683517347805206,804,1.5124378109452736,7,531,1.2391713747645952,4,582,1.3006872852233677,6,703,1.4011379800853485,6,23,0.008778625954198474,0,0.0,0,0.0,0,0.0,0,0.0,6504,8866,1.3631611316113161,1.0,7,1.139741698701146,1948,1.406570841889117,6,1276,1.2680250783699059,4,1516,1.3060686015831136,6,1764,1.433106575963719,7,33,0.00507380073800738,0,0.0,0,0.0,0,0.0,0,0.0,1.7477224081708875,2.482159893150162,2.482159893150162,2.482159893150162,2.482159893150162,0.001,0.046
NC_115481.1,"Solenopsis midden virus isolate Formosa, complete genome",Solenopsis midden virus,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Betatotivirineae; Lebotiviridae; Lebotivirus; Lebotivirus hachi,RNA,linear,Solenopsis invicta (fire ant),,Sep-2014,6766,6766,,7,3,2,4,250,4885,988,3897,0.2022517911975435,0.02,988,1395,1.4119433198380567,1.0,6,1.2279693746045985,309,1.4530744336569579,6,200,1.25,4,247,1.5748987854251013,5,232,1.3232758620689655,4,7,0.00708502024291498,0,0.0,0,0.0,0,0.0,0,0.0,3897,5371,1.378239671542212,1.0,7,1.1670172162752848,1225,1.4187755102040815,7,745,1.3463087248322148,5,979,1.463738508682329,7,948,1.2626582278481013,5,30,0.007698229407236336,0,0.0,0,0.0,0,0.0,0,0.0,0.96895016827706,3.9428426909458776,3.9428426909458776,3.9428426909458776,3.9428426909458776,0.001,0.025
NC_117368.1,"Tahe rhabdovirus 1 strain NE-DH1, complete genome",Tahe rhabdovirus 1,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Alpharicinrhavirus; Alpharicinrhavirus tahe,cRNA,linear,,,05-May-2020,11349,11349,,7,6,5,10,250,8238,2110,6128,0.2561301286720078,0.039,2110,2938,1.3924170616113745,1.0,7,1.188897397618724,521,1.3742802303262955,7,549,1.4444444444444444,5,540,1.4185185185185185,5,500,1.326,5,13,0.006161137440758294,0,0.0,0,0.0,0,0.0,0,0.0,6128,8411,1.3725522193211488,1.0,7,1.1562847744417117,1593,1.362209667294413,7,1538,1.3803641092327699,5,1502,1.396138482023968,5,1495,1.351839464882943,6,22,0.0035900783289817234,0,0.0,0,0.0,0,0.0,0,0.0,1.7467938021454112,2.9038142620232175,2.9038142620232175,2.9038142620232175,2.9038142620232175,0.002,0.046
NC_117164.1,"Gierle apodemus virus strain BE/Gierle/As/1/2013, complete genome",Gierle apodemus virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Paramorbillivirus; Paramorbillivirus gierlense,cRNA,linear,Apodemus sylvaticus,,10-Oct-2013,14994,14994,,7,15,14,28,250,11243,3526,7717,0.31361736191407985,0.053,3526,4789,1.3581962563811685,1.0,6,1.1295479642870634,1015,1.4049261083743843,6,802,1.3491271820448878,6,763,1.344692005242464,6,946,1.3266384778012685,6,17,0.004821327283040272,0,0.0,0,0.0,0,0.0,0,0.0,7717,10205,1.3224050796941818,1.0,7,1.0592603200249973,2180,1.3692660550458715,5,1744,1.276376146788991,6,1723,1.3122460824143936,7,2070,1.3202898550724638,6,23,0.0029804328106777245,0,0.0,0,0.0,0,0.0,0,0.0,1.6326960559939132,2.1884304551254785,2.1884304551254785,2.1884304551254785,2.1884304551254785,0.002,0.063
NC_116857.1,"Longquan Berylmys bowersi morbillivirus 1, complete genome",Longquan Berylmys bowersi morbillivirus 1,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Paramorbillivirus; Paramorbillivirus berylmysis,cRNA,linear,Berylmys bowersi,,2016,15040,15034,,7,7,6,12,250,11054,2941,8113,0.2660575357336711,0.046,2941,3991,1.3570214212852771,1.0,6,1.1272108210103244,920,1.4391304347826086,6,639,1.2629107981220657,4,575,1.2834782608695652,5,807,1.3903345724907064,5,16,0.005440326419585175,0,0.0,0,0.0,0,0.0,0,0.0,8113,11043,1.3611487735732775,1.0,7,1.13575309733044,2536,1.4191640378548895,6,1567,1.2801531589023611,5,1721,1.295177222545032,5,2289,1.401922236784622,7,33,0.004067545913965241,0,0.0,0,0.0,0,0.0,0,0.0,1.3604333485537616,2.7582865884752676,2.7582865884752676,2.7582865884752676,2.7582865884752676,0.001,0.056
NC_117243.1,"Alpharicinrhavirus bancrofti strain K23, complete genome",Alpharicinrhavirus bancrofti,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Alpharicinrhavirus,cRNA,linear,Haemaphysalis bancrofti,,10-Oct-2020,13109,13109,,7,11,10,20,250,9560,2669,6891,0.27918410041841,0.048,2669,3729,1.3971524915698763,1.0,7,1.19637341475916,691,1.390738060781476,7,710,1.4225352112676057,7,636,1.3632075471698113,6,632,1.4098101265822784,7,23,0.008617459722742601,0,0.0,0,0.0,0,0.0,0,0.0,6891,9380,1.361195762588884,1.0,7,1.1354551995331568,1747,1.3491700057240985,6,1779,1.3743676222596966,7,1659,1.3297166968053045,5,1706,1.3903868698710433,6,29,0.004208387752140473,0,0.0,0,0.0,0,0.0,0,0.0,2.065647945639748,2.581569582318786,2.581569582318786,2.581569582318786,2.581569582318786,0.001,0.057
NC_116560.1,"Achimota pararubulavirus 3 isolate U72, complete genome",Achimota pararubulavirus 3,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Pararubulavirus; Pararubulavirus eidoli,cRNA,linear,Eidolon helvum,,20-Nov-2010,15600,15600,,7,16,15,28,250,11521,3800,7721,0.3298324798194601,0.054,3800,5271,1.3871052631578948,1.0,7,1.1828639356181334,1149,1.514360313315927,7,889,1.3509561304836895,5,797,1.2521957340025094,4,965,1.3803108808290157,5,32,0.008421052631578947,0,0.0,0,0.0,0,0.0,0,0.0,7721,10329,1.3377800803004791,1.0,7,1.0900944310161735,2304,1.4223090277777777,7,1653,1.2310949788263763,6,1633,1.2700551132884261,6,2131,1.3810417644298452,5,32,0.004144540862582567,0,0.0,0,0.0,0,0.0,0,0.0,2.0404670293220115,2.0317063544270493,2.0317063544270493,2.0317063544270493,2.0317063544270493,0.002,0.065
NC_117229.1,"Shanxi Arboretum virus isolate SXABTV1916-1, complete genome",Shanxi Arboretum virus,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Rhabdoviridae; Alpharhabdovirinae; Almendravirus; Almendravirus shanxi,cRNA,linear,Armigeres subalbatus,,Aug-2019,11480,11480,,7,7,6,12,250,8195,2600,5595,0.3172666259914582,0.034,2600,3719,1.4303846153846154,1.0,7,1.2553157355565372,872,1.6708715596330275,7,441,1.2063492063492063,4,500,1.222,4,787,1.4218551461245235,7,29,0.011153846153846153,0,0.0,0,0.0,0,0.0,0,0.0,5595,7761,1.3871313672922252,1.0,7,1.1845909759535356,1894,1.5174234424498416,7,910,1.1956043956043956,4,1164,1.263745704467354,5,1627,1.4308543331284573,7,32,0.005719392314566577,0,0.0,0,0.0,0,0.0,0,0.0,1.9638133983457724,2.1517015958469523,2.1517015958469523,2.1517015958469523,2.1517015958469523,0.001,0.042
NC_116862.1,"Wufeng Rhinolophus sinicus rubulavirus 1, complete genome",Wufeng Rhinolophus sinicus rubulavirus 1,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Rubulavirinae; Orthorubulavirus; Orthorubulavirus rhinolophi,cRNA,linear,Rhinolophus sinicus,,2016,17273,17268,,7,8,7,14,250,12505,4205,8300,0.336265493802479,0.056,4205,5788,1.3764565992865636,1.0,7,1.163335018992053,1346,1.548291233283804,7,943,1.258748674443266,5,803,1.227895392278954,6,1113,1.3755615453728662,6,28,0.006658739595719381,0,0.0,0,0.0,0,0.0,0,0.0,8300,11480,1.383132530120482,1.0,7,1.1767881730683514,2533,1.5128306356099486,7,1797,1.2426265998887034,6,1702,1.2403055229142186,5,2268,1.4567901234567902,7,58,0.006987951807228916,0,0.0,0,0.0,0,0.0,0,0.0,0.9612392395157207,1.973724884080371,1.973724884080371,1.973724884080371,1.973724884080371,0.001,0.066
NC_116858.1,"Wufeng Niviventer fulvescens morbillivirus 1, complete genome",Wufeng Niviventer fulvescens morbillivirus 1,Viruses; Riboviria; Orthornavirae; Negarnaviricota; Haploviricotina; Monjiviricetes; Mononegavirales; Paramyxoviridae; Orthoparamyxovirinae; Paramorbillivirus; Paramorbillivirus niviventris,cRNA,linear,Niviventer fulvescens,,2016,15145,15145,,6,8,7,14,250,11170,3054,8116,0.27341092211280216,0.047,3054,4166,1.364112639161755,1.0,6,1.1402466792736117,931,1.4908700322234156,6,667,1.2563718140929536,5,587,1.303236797274276,4,869,1.3521288837744534,5,17,0.005566470203012442,0,0.0,0,0.0,0,0.0,0,0.0,8116,10979,1.3527599802858552,1.0,6,1.1184179515158847,2463,1.4060089321965084,6,1683,1.2590612002376709,5,1719,1.300174520069808,4,2251,1.404709018214127,6,23,0.0028339083292262196,0,0.0,0,0.0,0,0.0,0,0.0,1.9842220471062078,2.6572270420690782,2.6572270420690782,2.6572270420690782,2.6572270420690782,0.001,0.056
NC_139212.1,"Culex inatomii totivirus isolate CiTV_Leuven_Pool4, complete genome",Culex inatomii totivirus,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Betatotivirineae; Inseviridae; Insevirus; Insevirus jyushi,RNA,linear,Culicidae,,2019,6206,6203,,7,3,2,4,250,4637,962,3675,0.2074617209402631,0.019,962,1302,1.3534303534303533,1.0,7,1.1190765902694362,243,1.2962962962962963,6,240,1.2625,3,244,1.459016393442623,7,235,1.3957446808510638,5,4,0.004158004158004158,0,0.0,0,0.0,0,0.0,0,0.0,3675,4901,1.3336054421768708,1.0,6,1.0812368996482702,926,1.3509719222462202,6,844,1.2511848341232228,4,984,1.4034552845528456,5,921,1.3170466883821932,6,15,0.004081632653061225,0,0.0,0,0.0,0,0.0,0,0.0,1.1087384522186885,3.8187012987012987,3.8187012987012987,3.8187012987012987,3.8187012987012987,0.001,0.025
NC_116338.1,"Bactrocera dorsalis toti-like virus 2 strain BDTLV2.abc8, complete genome",Bactrocera dorsalis toti-like virus 2,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Betatotivirineae; Inseviridae; Insevirus; Insevirus jyuroku,RNA,linear,Bactrocera dorsalis,,15-Mar-2018,6074,6074,,7,6,5,6,250,4503,1460,3043,0.32422829224961136,0.019,1460,2002,1.3712328767123287,1.0,6,1.15426665784236,419,1.4534606205250598,6,346,1.3757225433526012,4,354,1.3644067796610169,4,341,1.2727272727272727,5,7,0.004794520547945206,0,0.0,0,0.0,0,0.0,0,0.0,3043,4072,1.3381531383503122,1.0,7,1.0884778927417091,865,1.4242774566473988,6,733,1.2796725784447476,7,710,1.3070422535211268,4,735,1.325170068027211,6,22,0.007229707525468288,0,0.0,0,0.0,0,0.0,0,0.0,0.6929251232656806,2.0838753851420746,2.0838753851420746,2.0838753851420746,2.0838753851420746,0.001,0.024
NC_116337.1,"Bactrocera dorsalis toti-like virus 1 strain BDTLV1.abc7, complete genome",Bactrocera dorsalis toti-like virus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Betatotivirineae; Inseviridae; Insevirus; Insevirus jyugo,RNA,linear,Bactrocera dorsalis,,15-Mar-2018,6168,6168,,11,6,5,6,250,4579,1400,3179,0.30574361214238915,0.019,1400,1915,1.3678571428571429,1.0,6,1.147779172470299,396,1.378787878787879,5,371,1.3800539083557952,6,304,1.3421052631578947,4,329,1.364741641337386,5,6,0.004285714285714286,0,0.0,0,0.0,0,0.0,0,0.0,3179,4253,1.3378420887071407,1.0,11,1.0843954443976098,826,1.3946731234866827,6,848,1.3325471698113207,5,758,1.3390501319261214,6,747,1.2797858099062918,11,21,0.006605850896508336,1,0.00031456432840515884,0,0.0,0,0.0,0,0.0,0.6847582279219859,0.7565155301677973,2.270260621206712,2.270260621206712,2.270260621206712,0.001,0.024
NC_131270.1,"Schistocephalus solidus toti-like virus 2 isolate SsTV2-SsAE, complete genome",Schistocephalus solidus toti-like virus 2,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Spiciviridae; Spicivirus; Spicivirus kyu,RNA,linear,Schistocephalus solidus,,Jun-2018,6119,6119,,7,3,2,4,250,4470,1054,3416,0.23579418344519015,0.018,1054,1491,1.4146110056925996,1.0,6,1.228308431934222,214,1.341121495327103,5,306,1.5490196078431373,6,247,1.4251012145748987,5,287,1.3170731707317074,5,14,0.013282732447817837,0,0.0,0,0.0,0,0.0,0,0.0,3416,4628,1.35480093676815,1.0,7,1.1235416977423485,750,1.3426666666666667,5,975,1.4276923076923076,7,854,1.3536299765807962,5,837,1.2819593787335724,6,15,0.004391100702576112,0,0.0,0,0.0,0,0.0,0,0.0,3.0581916262342856,3.239924134660977,3.239924134660977,3.239924134660977,3.239924134660977,0.001,0.023
NC_116726.1,"Bemisia tabaci toti-like virus 2 isolate Q, complete genome",Bemisia tabaci toti-like virus 2,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Spiciviridae; Spicivirus; Spicivirus jyuichi,RNA,linear,Bemisia tabaci,,01-Oct-2019,7478,7478,,7,3,2,4,250,5539,831,4708,0.15002708070048745,0.027,831,1147,1.3802647412755715,1.0,6,1.1682669524778515,202,1.2722772277227723,4,213,1.488262910798122,6,207,1.5120772946859904,5,209,1.244019138755981,3,4,0.0048134777376654635,0,0.0,0,0.0,0,0.0,0,0.0,4708,6331,1.344732370433305,1.0,7,1.103579523892954,1134,1.3174603174603174,6,1297,1.4309946029298382,7,1187,1.3529907329401853,7,1090,1.261467889908257,5,26,0.0055225148683092605,0,0.0,0,0.0,0,0.0,0,0.0,0.9608960839081115,5.662657847263981,5.662657847263981,5.662657847263981,5.662657847263981,0.001,0.032
NC_116725.1,"Bemisia tabaci toti-like virus 1 isolate B, complete genome",Bemisia tabaci toti-like virus 1,Viruses; Riboviria; Orthornavirae; Duplornaviricota; Chrymotiviricetes; Ghabrivirales; Alphatotivirineae; Spiciviridae; Spicivirus; Spicivirus jyu,RNA,linear,Bemisia tabaci,,01-Oct-2019,6677,6677,,7,3,2,4,250,4845,1296,3549,0.2674922600619195,0.02,1296,1788,1.3796296296296295,1.0,6,1.1681151399227585,313,1.3610223642172523,4,320,1.4,5,289,1.2906574394463668,4,374,1.446524064171123,6,3,0.0023148148148148147,0,0.0,0,0.0,0,0.0,0,0.0,3549,4889,1.377571146801916,1.0,7,1.1647709588901518,920,1.3423913043478262,6,884,1.4445701357466063,7,811,1.3526510480887792,4,934,1.3704496788008564,4,9,0.00253592561284869,0,0.0,0,0.0,0,0.0,0,0.0,1.0084226802026326,2.7377554955649828,2.7377554955649828,2.7377554955649828,2.7377554955649828,0.001,0.024
